sgRNA	gene	spleen1	spleen2	spleen3	spleen4	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	meninges1	meninges2	meninges3	meninges4	meninges5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_11113	Setd2	438.0	2291.0	920.0	1563.0	733.0	3334.0	1420.0	809.0	973.0	159.0	89.0	487.0	275.0	150.0	606.0	859.0	1370.0	1468.0	1165.0	1384.0	1239.0	859.0	1256.0	713.0
gRNA_11114	Setd2	185.0	476.0	92.0	168.0	1178.0	473.0	97.0	206.0	578.0	339.0	74.0	1767.0	2668.0	611.0	346.0	641.0	815.0	941.0	819.0	844.0	992.0	729.0	873.0	503.0
gRNA_11122	Setd6	677.0	3312.0	1291.0	1722.0	1884.0	5994.0	2129.0	1566.0	1124.0	246.0	449.0	897.0	2535.0	1600.0	1134.0	1273.0	1681.0	1678.0	1565.0	1064.0	1543.0	1167.0	1845.0	855.0
gRNA_11132	Sf3b1	160.0	536.0	801.0	486.0	508.0	925.0	1106.0	171.0	686.0	129.0	355.0	480.0	1222.0	2291.0	652.0	953.0	1079.0	853.0	786.0	806.0	931.0	644.0	1013.0	684.0
gRNA_11133	Sf3b1	267.0	1233.0	445.0	452.0	849.0	2462.0	1200.0	606.0	529.0	366.0	765.0	1917.0	1200.0	718.0	274.0	986.0	641.0	947.0	1027.0	918.0	883.0	644.0	1237.0	563.0
gRNA_11136	Sf3b1	386.0	683.0	212.0	514.0	662.0	1385.0	473.0	127.0	442.0	867.0	461.0	102.0	203.0	39.0	133.0	407.0	546.0	398.0	439.0	460.0	512.0	366.0	427.0	311.0
gRNA_11141	Sf3b1	131.0	255.0	194.0	133.0	995.0	1116.0	447.0	57.0	272.0	335.0	118.0	90.0	171.0	907.0	381.0	706.0	780.0	760.0	582.0	536.0	630.0	498.0	998.0	421.0
gRNA_11142	Sf3b1	458.0	1056.0	712.0	1002.0	2676.0	1651.0	2496.0	2550.0	785.0	200.0	135.0	543.0	1897.0	529.0	1031.0	1050.0	1829.0	1710.0	1510.0	1568.0	1426.0	1116.0	1601.0	700.0
gRNA_11143	Sf3b1	505.0	1190.0	298.0	521.0	1010.0	893.0	1866.0	660.0	432.0	644.0	127.0	57.0	309.0	163.0	329.0	773.0	988.0	994.0	1404.0	849.0	776.0	803.0	1162.0	504.0
gRNA_11144	Sf3b1	434.0	1491.0	599.0	447.0	2552.0	3262.0	1310.0	582.0	1861.0	468.0	1082.0	2254.0	543.0	374.0	594.0	953.0	1163.0	1324.0	1819.0	947.0	1181.0	825.0	1123.0	655.0
gRNA_11157	Sf3b1	115.0	323.0	195.0	265.0	571.0	339.0	355.0	462.0	291.0	35.0	237.0	0.0	807.0	166.0	174.0	491.0	332.0	331.0	560.0	288.0	343.0	266.0	364.0	409.0
gRNA_11158	Sf3b1	372.0	738.0	244.0	522.0	692.0	4881.0	870.0	1078.0	627.0	274.0	136.0	933.0	130.0	78.0	402.0	733.0	514.0	427.0	1161.0	567.0	529.0	306.0	630.0	589.0
gRNA_11159	Sf3b1	275.0	606.0	342.0	372.0	833.0	1416.0	1606.0	424.0	520.0	1594.0	334.0	285.0	136.0	724.0	474.0	988.0	907.0	1437.0	1456.0	866.0	1142.0	835.0	1282.0	714.0
gRNA_11169	Sf3b1	681.0	463.0	1052.0	609.0	1061.0	844.0	1345.0	1448.0	464.0	294.0	271.0	1238.0	1169.0	359.0	388.0	956.0	932.0	1448.0	1247.0	805.0	991.0	819.0	1601.0	585.0
gRNA_11182	Sh2b3	108.0	346.0	65.0	84.0	381.0	478.0	169.0	68.0	166.0	113.0	138.0	57.0	98.0	123.0	264.0	525.0	276.0	166.0	301.0	304.0	263.0	300.0	274.0	713.0
gRNA_11195	Shq1	649.0	873.0	316.0	392.0	6541.0	2561.0	1813.0	309.0	1116.0	557.0	44.0	481.0	1259.0	1429.0	453.0	1034.0	1260.0	1411.0	1185.0	846.0	965.0	880.0	1046.0	754.0
gRNA_11208	Smad2	288.0	632.0	282.0	534.0	1267.0	701.0	706.0	517.0	491.0	551.0	326.0	283.0	1669.0	468.0	508.0	656.0	1512.0	792.0	1153.0	819.0	750.0	701.0	918.0	615.0
gRNA_11209	Smad2	370.0	1740.0	423.0	475.0	9536.0	1937.0	1353.0	596.0	1113.0	478.0	942.0	916.0	2863.0	209.0	402.0	1121.0	919.0	1883.0	1597.0	1161.0	1309.0	1092.0	1469.0	753.0
gRNA_11218	Smad2	571.0	1138.0	507.0	472.0	665.0	1185.0	963.0	301.0	921.0	673.0	1461.0	1650.0	2748.0	123.0	431.0	928.0	884.0	1098.0	803.0	843.0	1040.0	693.0	872.0	686.0
gRNA_11219	Smad2	200.0	2017.0	211.0	155.0	1167.0	1013.0	353.0	2304.0	495.0	336.0	708.0	167.0	135.0	2218.0	204.0	342.0	729.0	627.0	687.0	735.0	545.0	521.0	943.0	421.0
gRNA_11223	Smad2	1391.0	931.0	1977.0	2915.0	3350.0	1440.0	2808.0	828.0	808.0	574.0	502.0	254.0	1133.0	2611.0	657.0	931.0	1660.0	1575.0	1648.0	901.0	1379.0	868.0	1590.0	855.0
gRNA_11224	Smad2	169.0	1814.0	329.0	359.0	1411.0	810.0	499.0	2230.0	327.0	484.0	238.0	840.0	837.0	1210.0	293.0	689.0	727.0	565.0	750.0	956.0	776.0	332.0	822.0	430.0
gRNA_11284	Smad4	71.0	218.0	37.0	55.0	153.0	202.0	69.0	102.0	189.0	21.0	75.0	49.0	54.0	152.0	41.0	169.0	22.0	217.0	270.0	124.0	328.0	171.0	227.0	298.0
gRNA_11285	Smad4	75.0	595.0	114.0	285.0	235.0	1142.0	60.0	53.0	60.0	50.0	43.0	59.0	58.0	27.0	17.0	191.0	62.0	89.0	187.0	264.0	226.0	162.0	196.0	328.0
gRNA_11298	Smad4	808.0	2167.0	898.0	1427.0	1759.0	3375.0	1093.0	1272.0	1911.0	2439.0	648.0	655.0	670.0	311.0	401.0	991.0	791.0	1419.0	1586.0	1055.0	1268.0	1008.0	1158.0	804.0
gRNA_11305	Smad4	111.0	504.0	102.0	163.0	856.0	366.0	349.0	727.0	97.0	177.0	46.0	2.0	45.0	7.0	94.0	234.0	78.0	416.0	952.0	638.0	449.0	247.0	462.0	347.0
gRNA_11306	Smad4	804.0	1249.0	750.0	408.0	1405.0	1227.0	1078.0	170.0	1229.0	207.0	183.0	465.0	869.0	2101.0	164.0	407.0	218.0	479.0	467.0	517.0	617.0	293.0	539.0	541.0
gRNA_11312	Smad4	227.0	764.0	286.0	373.0	549.0	374.0	569.0	148.0	176.0	34.0	1404.0	103.0	370.0	471.0	365.0	548.0	593.0	764.0	407.0	460.0	682.0	520.0	673.0	513.0
gRNA_11315	Smad4	146.0	558.0	209.0	84.0	89.0	81.0	281.0	58.0	21.0	31.0	11.0	127.0	8.0	1.0	0.0	132.0	38.0	13.0	44.0	54.0	75.0	41.0	27.0	88.0
gRNA_11319	Smad4	687.0	556.0	522.0	545.0	2052.0	880.0	1899.0	345.0	478.0	322.0	194.0	537.0	1704.0	141.0	417.0	861.0	688.0	578.0	1239.0	584.0	648.0	372.0	532.0	564.0
gRNA_11322	Smad4	386.0	1232.0	415.0	460.0	480.0	924.0	462.0	464.0	1381.0	126.0	611.0	51.0	557.0	78.0	347.0	692.0	652.0	717.0	659.0	1084.0	455.0	445.0	647.0	803.0
gRNA_11323	Smad4	241.0	777.0	266.0	203.0	824.0	1046.0	546.0	516.0	457.0	1966.0	109.0	385.0	14969.0	314.0	715.0	781.0	631.0	1075.0	1166.0	756.0	1002.0	544.0	1121.0	776.0
gRNA_11324	Smad4	106.0	426.0	67.0	69.0	521.0	683.0	291.0	65.0	155.0	161.0	28.0	1437.0	536.0	22.0	122.0	477.0	205.0	741.0	378.0	335.0	459.0	350.0	501.0	393.0
gRNA_11325	Smad4	223.0	490.0	734.0	361.0	880.0	1039.0	1265.0	210.0	442.0	479.0	91.0	508.0	964.0	241.0	305.0	516.0	270.0	516.0	638.0	563.0	434.0	309.0	410.0	492.0
gRNA_11326	Smad4	217.0	367.0	280.0	224.0	915.0	714.0	1117.0	2023.0	313.0	210.0	29.0	402.0	1155.0	406.0	247.0	741.0	391.0	499.0	883.0	685.0	886.0	560.0	817.0	557.0
gRNA_11336	Smad4	128.0	639.0	224.0	493.0	399.0	694.0	543.0	267.0	3815.0	133.0	72.0	388.0	138.0	51.0	240.0	519.0	617.0	611.0	685.0	407.0	697.0	423.0	719.0	422.0
gRNA_11337	Smad4	73.0	621.0	335.0	131.0	229.0	520.0	356.0	110.0	142.0	17.0	95.0	269.0	128.0	199.0	78.0	345.0	246.0	447.0	412.0	162.0	356.0	147.0	234.0	345.0
gRNA_11449	Smarca4	135.0	217.0	40.0	33.0	254.0	189.0	581.0	39.0	282.0	64.0	1.0	592.0	120.0	72.0	370.0	650.0	599.0	591.0	374.0	252.0	318.0	153.0	514.0	538.0
gRNA_11450	Smarca4	245.0	588.0	138.0	1049.0	225.0	925.0	233.0	1935.0	44.0	192.0	155.0	153.0	2350.0	22.0	291.0	602.0	793.0	532.0	603.0	564.0	689.0	445.0	495.0	479.0
gRNA_11454	Smarca4	381.0	856.0	379.0	756.0	2213.0	585.0	419.0	289.0	1809.0	156.0	2228.0	1257.0	529.0	277.0	241.0	904.0	746.0	754.0	1371.0	905.0	1047.0	734.0	1017.0	791.0
gRNA_11499	Smarca4	447.0	1075.0	831.0	537.0	1888.0	1577.0	2219.0	245.0	528.0	192.0	288.0	496.0	780.0	468.0	407.0	900.0	1055.0	1080.0	912.0	1415.0	1329.0	670.0	932.0	569.0
gRNA_11500	Smarca4	163.0	333.0	312.0	417.0	631.0	420.0	500.0	237.0	509.0	65.0	21.0	14.0	137.0	66.0	260.0	581.0	970.0	509.0	585.0	651.0	626.0	353.0	448.0	410.0
gRNA_11532	Smarca4	108.0	712.0	255.0	134.0	280.0	251.0	76.0	64.0	197.0	47.0	412.0	4.0	63.0	14.0	400.0	556.0	382.0	123.0	241.0	226.0	321.0	165.0	289.0	703.0
gRNA_11533	Smarca4	280.0	1605.0	363.0	738.0	654.0	2538.0	560.0	755.0	426.0	589.0	1397.0	686.0	1332.0	644.0	704.0	946.0	839.0	1097.0	1474.0	833.0	614.0	523.0	1119.0	915.0
gRNA_11581	Smc1a	247.0	749.0	593.0	509.0	1166.0	1297.0	492.0	2513.0	208.0	40.0	464.0	67.0	1610.0	92.0	499.0	718.0	1027.0	798.0	569.0	503.0	562.0	469.0	616.0	456.0
gRNA_11582	Smc1a	62.0	521.0	130.0	151.0	293.0	626.0	649.0	183.0	184.0	191.0	165.0	69.0	71.0	257.0	500.0	714.0	806.0	361.0	594.0	762.0	637.0	517.0	694.0	494.0
gRNA_11589	Smc3	280.0	489.0	639.0	334.0	1009.0	1586.0	595.0	167.0	797.0	224.0	159.0	169.0	1106.0	40.0	638.0	1021.0	1330.0	1154.0	1260.0	1242.0	873.0	1041.0	1586.0	656.0
gRNA_11590	Smg1	110.0	175.0	188.0	176.0	371.0	577.0	718.0	92.0	201.0	106.0	73.0	1.0	26.0	165.0	350.0	366.0	418.0	854.0	887.0	583.0	540.0	325.0	589.0	401.0
gRNA_11607	Smo	958.0	1793.0	1134.0	664.0	2294.0	883.0	1595.0	595.0	1522.0	387.0	36.0	154.0	292.0	1087.0	105.0	392.0	195.0	421.0	734.0	475.0	549.0	503.0	601.0	602.0
gRNA_11608	Smo	176.0	1101.0	368.0	311.0	264.0	673.0	555.0	159.0	680.0	48.0	340.0	60.0	187.0	2010.0	51.0	230.0	80.0	321.0	366.0	333.0	354.0	264.0	419.0	415.0
gRNA_11609	Smo	267.0	924.0	463.0	464.0	1396.0	957.0	940.0	227.0	341.0	1431.0	166.0	47.0	166.0	251.0	268.0	711.0	601.0	826.0	1129.0	828.0	849.0	555.0	1049.0	1000.0
gRNA_11670	Socs1	189.0	179.0	172.0	251.0	565.0	840.0	95.0	19.0	217.0	32.0	95.0	7.0	81.0	91.0	47.0	211.0	91.0	122.0	204.0	136.0	153.0	163.0	248.0	604.0
gRNA_11671	Socs1	680.0	626.0	319.0	137.0	308.0	869.0	270.0	65.0	260.0	284.0	193.0	64.0	391.0	677.0	256.0	616.0	265.0	242.0	293.0	299.0	241.0	111.0	281.0	769.0
gRNA_11689	Sos1	365.0	807.0	652.0	456.0	1667.0	2468.0	648.0	374.0	700.0	558.0	291.0	441.0	244.0	411.0	441.0	665.0	1006.0	1328.0	1047.0	1080.0	916.0	784.0	927.0	542.0
gRNA_11701	Sos1	246.0	308.0	128.0	224.0	701.0	406.0	313.0	1201.0	248.0	355.0	524.0	518.0	839.0	52.0	222.0	617.0	684.0	763.0	874.0	679.0	540.0	369.0	624.0	549.0
gRNA_11702	Sos1	211.0	903.0	675.0	863.0	1639.0	2826.0	1363.0	401.0	1166.0	308.0	566.0	4103.0	2599.0	749.0	419.0	863.0	1100.0	1595.0	1025.0	989.0	977.0	929.0	1202.0	622.0
gRNA_11703	Sos1	410.0	1421.0	409.0	921.0	1055.0	1680.0	781.0	799.0	414.0	63.0	99.0	112.0	801.0	189.0	420.0	931.0	1115.0	1129.0	887.0	1352.0	1190.0	647.0	1146.0	547.0
gRNA_11748	Sox2	725.0	1371.0	366.0	719.0	1444.0	3537.0	1248.0	873.0	597.0	335.0	1014.0	156.0	359.0	954.0	708.0	1182.0	1113.0	1332.0	1327.0	1028.0	1108.0	720.0	956.0	1077.0
gRNA_11796	Sox9	64.0	484.0	265.0	115.0	181.0	250.0	220.0	145.0	98.0	395.0	91.0	81.0	27.0	49.0	123.0	316.0	170.0	171.0	280.0	366.0	219.0	210.0	260.0	367.0
gRNA_11797	Sox9	166.0	714.0	242.0	448.0	1031.0	1870.0	460.0	358.0	221.0	11.0	65.0	239.0	857.0	299.0	205.0	331.0	202.0	496.0	843.0	465.0	406.0	543.0	486.0	454.0
gRNA_11798	Sox9	307.0	905.0	641.0	533.0	214.0	577.0	419.0	58.0	403.0	452.0	75.0	107.0	86.0	306.0	63.0	205.0	154.0	509.0	508.0	349.0	360.0	328.0	410.0	317.0
gRNA_11967	Stag2	384.0	560.0	265.0	686.0	884.0	764.0	901.0	755.0	1435.0	239.0	423.0	218.0	650.0	1241.0	442.0	822.0	814.0	1244.0	1170.0	943.0	814.0	609.0	678.0	775.0
gRNA_11968	Stag2	235.0	806.0	510.0	327.0	948.0	347.0	801.0	376.0	826.0	87.0	583.0	119.0	90.0	591.0	261.0	699.0	854.0	768.0	931.0	584.0	1089.0	478.0	792.0	509.0
gRNA_11992	Stat3	563.0	1197.0	394.0	784.0	886.0	2803.0	798.0	793.0	949.0	292.0	395.0	131.0	1168.0	36.0	306.0	760.0	776.0	1227.0	1115.0	865.0	828.0	614.0	1084.0	714.0
gRNA_11993	Stat3	151.0	545.0	205.0	449.0	711.0	739.0	340.0	152.0	462.0	696.0	86.0	76.0	508.0	650.0	128.0	454.0	221.0	287.0	389.0	274.0	457.0	333.0	421.0	446.0
gRNA_11994	Stat3	248.0	980.0	310.0	293.0	3667.0	1053.0	1228.0	1272.0	2779.0	340.0	42.0	284.0	1629.0	340.0	244.0	770.0	889.0	685.0	659.0	482.0	924.0	579.0	571.0	578.0
gRNA_12001	Stat3	867.0	1448.0	886.0	1155.0	3007.0	2076.0	1052.0	1463.0	1129.0	1312.0	227.0	613.0	501.0	1661.0	713.0	1110.0	1675.0	1804.0	1261.0	1273.0	1428.0	1152.0	1511.0	709.0
gRNA_12002	Stat3	171.0	719.0	801.0	569.0	668.0	1508.0	964.0	344.0	750.0	68.0	672.0	585.0	3079.0	367.0	492.0	947.0	1123.0	1011.0	1185.0	751.0	1048.0	774.0	1035.0	722.0
gRNA_12006	Stat3	154.0	332.0	154.0	104.0	320.0	537.0	176.0	211.0	502.0	524.0	75.0	94.0	2062.0	35.0	362.0	607.0	744.0	616.0	767.0	587.0	462.0	339.0	817.0	544.0
gRNA_12007	Stat3	225.0	772.0	729.0	524.0	898.0	2979.0	1406.0	304.0	1097.0	381.0	172.0	348.0	724.0	161.0	706.0	1021.0	962.0	1231.0	1084.0	574.0	1053.0	709.0	1027.0	691.0
gRNA_12024	Stat3	236.0	831.0	173.0	173.0	346.0	344.0	221.0	161.0	265.0	224.0	62.0	84.0	122.0	277.0	79.0	283.0	192.0	510.0	132.0	373.0	541.0	242.0	494.0	751.0
gRNA_12025	Stat3	433.0	1063.0	380.0	821.0	984.0	6095.0	1259.0	1150.0	417.0	357.0	516.0	95.0	288.0	247.0	361.0	817.0	551.0	1155.0	645.0	879.0	872.0	657.0	838.0	1199.0
gRNA_12026	Stat3	235.0	444.0	174.0	446.0	905.0	491.0	181.0	469.0	600.0	233.0	54.0	1.0	140.0	480.0	45.0	395.0	114.0	582.0	529.0	371.0	294.0	206.0	369.0	519.0
gRNA_12062	Stat6	180.0	653.0	165.0	190.0	200.0	4952.0	331.0	167.0	150.0	95.0	54.0	254.0	131.0	22.0	189.0	405.0	343.0	452.0	515.0	308.0	511.0	357.0	506.0	313.0
gRNA_12063	Stat6	94.0	828.0	64.0	142.0	303.0	1715.0	96.0	745.0	225.0	184.0	272.0	11.0	89.0	21.0	338.0	573.0	663.0	1301.0	839.0	502.0	478.0	420.0	614.0	307.0
gRNA_12064	Stat6	372.0	662.0	351.0	1363.0	706.0	1553.0	956.0	3116.0	498.0	48.0	25.0	93.0	451.0	966.0	506.0	1038.0	987.0	511.0	1801.0	728.0	979.0	835.0	1337.0	846.0
gRNA_12065	Stat6	197.0	226.0	200.0	308.0	199.0	326.0	316.0	419.0	441.0	1905.0	45.0	7515.0	218.0	47.0	563.0	529.0	530.0	913.0	492.0	567.0	521.0	525.0	578.0	544.0
gRNA_12079	Stk11	326.0	1834.0	303.0	419.0	1240.0	4695.0	323.0	722.0	285.0	512.0	822.0	155.0	1197.0	844.0	509.0	999.0	1241.0	865.0	1822.0	1007.0	385.0	383.0	699.0	753.0
gRNA_12080	Stk11	343.0	679.0	236.0	351.0	746.0	415.0	344.0	280.0	411.0	168.0	132.0	394.0	379.0	2911.0	240.0	579.0	608.0	702.0	741.0	783.0	402.0	578.0	627.0	483.0
gRNA_12081	Stk11	501.0	2111.0	1160.0	1505.0	839.0	3087.0	2207.0	609.0	1553.0	314.0	186.0	695.0	2136.0	233.0	425.0	1256.0	1868.0	1717.0	1532.0	1647.0	1357.0	777.0	1633.0	767.0
gRNA_12151	Suz12	199.0	967.0	293.0	502.0	1515.0	1454.0	556.0	935.0	766.0	772.0	487.0	171.0	1763.0	248.0	825.0	814.0	1353.0	1201.0	1211.0	1082.0	1080.0	927.0	1029.0	593.0
gRNA_12164	Syk	527.0	1083.0	434.0	1440.0	1185.0	1436.0	3945.0	2260.0	2418.0	1166.0	112.0	238.0	286.0	1897.0	69.0	89.0	104.0	737.0	396.0	407.0	573.0	457.0	777.0	174.0
gRNA_12197	Tbl1xr1	1371.0	1072.0	343.0	1179.0	1005.0	1508.0	1015.0	136.0	389.0	928.0	1486.0	7671.0	346.0	1536.0	322.0	635.0	616.0	580.0	741.0	568.0	899.0	416.0	812.0	421.0
gRNA_12203	Tbx3	427.0	686.0	635.0	1146.0	3445.0	1631.0	2245.0	1007.0	3055.0	373.0	1597.0	455.0	2501.0	1512.0	1104.0	1163.0	1743.0	1079.0	1568.0	1225.0	1388.0	984.0	1559.0	785.0
gRNA_12243	Tbx3	552.0	326.0	365.0	561.0	1561.0	466.0	1901.0	400.0	302.0	431.0	138.0	429.0	415.0	1490.0	70.0	456.0	587.0	984.0	369.0	430.0	450.0	330.0	411.0	346.0
gRNA_12244	Tbx3	297.0	4719.0	323.0	717.0	1601.0	1574.0	947.0	352.0	256.0	108.0	137.0	839.0	883.0	364.0	117.0	630.0	732.0	507.0	789.0	618.0	652.0	478.0	850.0	430.0
gRNA_12270	Tcf3	601.0	676.0	478.0	369.0	608.0	941.0	490.0	418.0	597.0	113.0	606.0	325.0	103.0	330.0	145.0	529.0	329.0	531.0	664.0	597.0	869.0	432.0	617.0	716.0
gRNA_12271	Tcf3	443.0	1495.0	587.0	424.0	708.0	1292.0	2201.0	356.0	1448.0	318.0	932.0	168.0	393.0	525.0	103.0	654.0	353.0	659.0	1147.0	658.0	885.0	810.0	714.0	642.0
gRNA_12272	Tcf3	198.0	885.0	312.0	377.0	1519.0	673.0	873.0	237.0	1628.0	39.0	1191.0	37.0	320.0	636.0	120.0	563.0	232.0	522.0	706.0	698.0	593.0	484.0	718.0	875.0
gRNA_12369	Tet2	525.0	2735.0	685.0	1601.0	1013.0	1632.0	1450.0	480.0	531.0	1984.0	7907.0	725.0	551.0	560.0	667.0	947.0	1255.0	849.0	754.0	1209.0	1133.0	890.0	1373.0	657.0
gRNA_12370	Tet2	686.0	1345.0	2238.0	1572.0	1562.0	1762.0	8013.0	2166.0	1903.0	1124.0	394.0	523.0	2184.0	404.0	1125.0	1174.0	1975.0	1765.0	1768.0	1707.0	1539.0	1495.0	1635.0	793.0
gRNA_12383	Tet2	301.0	1645.0	484.0	659.0	1591.0	2284.0	865.0	153.0	787.0	141.0	266.0	57.0	214.0	358.0	145.0	644.0	580.0	725.0	1143.0	657.0	630.0	577.0	710.0	381.0
gRNA_12386	Tet2	1921.0	4277.0	989.0	2020.0	1593.0	800.0	5065.0	415.0	1373.0	116.0	404.0	534.0	2395.0	477.0	299.0	815.0	1005.0	583.0	615.0	709.0	785.0	429.0	958.0	611.0
gRNA_12394	Tgfbr1	222.0	708.0	231.0	546.0	428.0	494.0	416.0	186.0	838.0	206.0	7.0	2407.0	146.0	54.0	202.0	542.0	560.0	914.0	344.0	527.0	853.0	433.0	569.0	428.0
gRNA_12403	Tgfbr1	1039.0	1526.0	1325.0	1098.0	1205.0	1138.0	3928.0	711.0	614.0	408.0	481.0	294.0	1915.0	1298.0	1085.0	1020.0	1473.0	1469.0	1463.0	1206.0	818.0	684.0	1745.0	717.0
gRNA_12483	Tnfrsf10b	377.0	1329.0	482.0	616.0	2586.0	3450.0	1552.0	497.0	1047.0	4462.0	291.0	654.0	1797.0	417.0	836.0	944.0	1094.0	1078.0	1024.0	1051.0	962.0	779.0	1267.0	989.0
gRNA_12498	Trp53	478.0	1675.0	806.0	814.0	1174.0	1949.0	1430.0	2172.0	1189.0	266.0	656.0	168.0	675.0	1239.0	655.0	911.0	1301.0	1307.0	1923.0	1191.0	1194.0	956.0	1422.0	846.0
gRNA_12499	Trp53	22.0	112.0	1.0	100.0	41.0	321.0	7.0	23.0	0.0	35.0	3.0	0.0	0.0	91.0	23.0	61.0	32.0	15.0	41.0	98.0	33.0	31.0	19.0	34.0
gRNA_12500	Trp53	1092.0	4803.0	1807.0	1686.0	872.0	3586.0	3368.0	1160.0	1450.0	478.0	4993.0	1133.0	1467.0	1718.0	1279.0	1587.0	2299.0	2248.0	1579.0	1251.0	1592.0	1377.0	2229.0	1020.0
gRNA_12501	Trp53	552.0	1234.0	590.0	467.0	1342.0	1375.0	1508.0	490.0	1538.0	489.0	181.0	1302.0	1908.0	677.0	1018.0	1126.0	1233.0	1224.0	1411.0	981.0	1372.0	915.0	1145.0	888.0
gRNA_12502	Trp53	215.0	340.0	249.0	254.0	990.0	1307.0	474.0	530.0	970.0	89.0	447.0	85.0	454.0	253.0	749.0	915.0	651.0	991.0	652.0	752.0	1062.0	688.0	1210.0	715.0
gRNA_12508	Trp53	644.0	1028.0	491.0	425.0	1457.0	1659.0	665.0	441.0	484.0	85.0	1613.0	319.0	4254.0	371.0	250.0	793.0	757.0	754.0	1017.0	763.0	903.0	709.0	896.0	462.0
gRNA_12509	Trp53	246.0	783.0	289.0	838.0	469.0	999.0	1083.0	246.0	615.0	275.0	162.0	257.0	667.0	762.0	242.0	706.0	726.0	1221.0	582.0	725.0	994.0	898.0	1061.0	493.0
gRNA_12510	Trp53	647.0	1683.0	591.0	534.0	1732.0	3974.0	687.0	280.0	1234.0	128.0	1474.0	739.0	602.0	724.0	249.0	1051.0	1036.0	1148.0	1354.0	815.0	1078.0	609.0	805.0	666.0
gRNA_12521	Trp53	408.0	1533.0	408.0	792.0	1084.0	1412.0	1068.0	884.0	672.0	310.0	318.0	2067.0	1006.0	217.0	290.0	937.0	1039.0	1387.0	1110.0	1278.0	1128.0	826.0	1132.0	791.0
gRNA_12522	Trp53	521.0	1604.0	1168.0	778.0	781.0	946.0	996.0	231.0	528.0	190.0	598.0	817.0	2543.0	305.0	417.0	1026.0	987.0	826.0	825.0	599.0	870.0	631.0	983.0	740.0
gRNA_12523	Trp53	525.0	2222.0	604.0	656.0	1123.0	1842.0	2591.0	799.0	1992.0	305.0	275.0	3017.0	1088.0	176.0	187.0	599.0	568.0	846.0	859.0	671.0	1290.0	828.0	1409.0	711.0
gRNA_12528	Trp53	211.0	690.0	119.0	283.0	845.0	615.0	475.0	51.0	370.0	509.0	32.0	110.0	373.0	14.0	40.0	360.0	248.0	610.0	538.0	434.0	288.0	284.0	485.0	374.0
gRNA_12529	Trp53	401.0	580.0	330.0	322.0	413.0	317.0	303.0	137.0	188.0	263.0	124.0	56.0	3435.0	1370.0	105.0	371.0	253.0	712.0	510.0	273.0	352.0	364.0	471.0	289.0
gRNA_12530	Trp53	402.0	1971.0	581.0	1045.0	2090.0	2395.0	481.0	232.0	882.0	169.0	227.0	524.0	2101.0	695.0	398.0	800.0	726.0	587.0	387.0	865.0	784.0	530.0	717.0	632.0
gRNA_12534	Trp53	1176.0	1099.0	775.0	1008.0	9886.0	4664.0	3591.0	648.0	2865.0	1868.0	249.0	1296.0	557.0	988.0	736.0	1419.0	1448.0	1836.0	1966.0	1577.0	2201.0	1173.0	2337.0	1004.0
gRNA_12535	Trp53	349.0	3107.0	586.0	323.0	1440.0	2294.0	934.0	357.0	493.0	1892.0	1062.0	2427.0	154.0	1332.0	316.0	840.0	837.0	1034.0	575.0	815.0	934.0	487.0	1018.0	676.0
gRNA_12536	Trp53	515.0	1891.0	782.0	786.0	787.0	1342.0	1203.0	233.0	888.0	314.0	605.0	20.0	348.0	166.0	231.0	632.0	519.0	621.0	692.0	398.0	869.0	783.0	993.0	595.0
gRNA_12537	Trp53	70.0	220.0	74.0	190.0	582.0	492.0	96.0	93.0	46.0	21.0	49.0	313.0	74.0	1305.0	140.0	412.0	269.0	367.0	445.0	212.0	404.0	165.0	439.0	514.0
gRNA_12538	Trp53	152.0	501.0	102.0	90.0	1278.0	320.0	336.0	230.0	672.0	274.0	100.0	13.0	370.0	586.0	140.0	404.0	375.0	194.0	412.0	460.0	292.0	312.0	494.0	552.0
gRNA_12547	Trp53	223.0	760.0	303.0	151.0	1306.0	571.0	509.0	105.0	314.0	319.0	88.0	158.0	399.0	71.0	291.0	579.0	489.0	455.0	406.0	529.0	528.0	390.0	570.0	485.0
gRNA_12548	Trp53	590.0	1149.0	127.0	463.0	449.0	1424.0	237.0	222.0	315.0	85.0	227.0	17.0	111.0	304.0	102.0	272.0	107.0	406.0	450.0	188.0	305.0	202.0	408.0	227.0
gRNA_12549	Trp53	392.0	1063.0	219.0	425.0	1669.0	1075.0	349.0	297.0	1034.0	261.0	742.0	242.0	566.0	132.0	282.0	784.0	560.0	1148.0	1172.0	763.0	1084.0	852.0	1314.0	970.0
gRNA_12556	Trp53	478.0	985.0	342.0	416.0	428.0	1208.0	871.0	343.0	310.0	60.0	355.0	313.0	438.0	84.0	121.0	352.0	180.0	636.0	780.0	501.0	658.0	600.0	659.0	404.0
gRNA_12557	Trp53	494.0	735.0	251.0	241.0	646.0	1656.0	759.0	77.0	628.0	432.0	209.0	135.0	62.0	1161.0	785.0	819.0	993.0	710.0	1014.0	539.0	526.0	584.0	980.0	1168.0
